OPERATION_DATE,HOUR_ENDING,INTERVAL_ENDING,TOUTYPE,MARKET,ZONE,PRICE
7/16/2017,1000,915,PEAKWE,Real Time,Load Zone CPS,21.34
7/16/2017,1000,930,PEAKWE,Real Time,Load Zone CPS,22.35
7/16/2017,1000,945,PEAKWE,Real Time,Load Zone CPS,23.58
7/16/2017,1000,1000,PEAKWE,Real Time,Load Zone CPS,25.73
7/16/2017,1100,1015,PEAKWE,Real Time,Load Zone CPS,24.3
7/16/2017,1100,1030,PEAKWE,Real Time,Load Zone CPS,27.5
7/16/2017,1100,1045,PEAKWE,Real Time,Load Zone CPS,28.12
7/16/2017,1100,1100,PEAKWE,Real Time,Load Zone CPS,28.28
7/16/2017,1200,1115,PEAKWE,Real Time,Load Zone CPS,28.84
7/16/2017,1200,1130,PEAKWE,Real Time,Load Zone CPS,30.09
7/16/2017,1200,1145,PEAKWE,Real Time,Load Zone CPS,31.11
7/16/2017,1200,1200,PEAKWE,Real Time,Load Zone CPS,30.48
7/16/2017,1300,1215,PEAKWE,Real Time,Load Zone CPS,30.21
7/16/2017,1300,1230,PEAKWE,Real Time,Load Zone CPS,30.43
7/16/2017,1300,1245,PEAKWE,Real Time,Load Zone CPS,30.65
7/16/2017,1300,1300,PEAKWE,Real Time,Load Zone CPS,31.47
7/16/2017,1400,1315,PEAKWE,Real Time,Load Zone CPS,31.88
7/16/2017,1400,1330,PEAKWE,Real Time,Load Zone CPS,37.62
7/16/2017,1400,1345,PEAKWE,Real Time,Load Zone CPS,35
7/16/2017,1400,1400,PEAKWE,Real Time,Load Zone CPS,55.5
7/16/2017,1500,1415,PEAKWE,Real Time,Load Zone CPS,33.41
7/16/2017,1500,1430,PEAKWE,Real Time,Load Zone CPS,32.33
7/16/2017,1500,1445,PEAKWE,Real Time,Load Zone CPS,34.34
7/16/2017,1500,1500,PEAKWE,Real Time,Load Zone CPS,39.62
7/16/2017,1600,1515,PEAKWE,Real Time,Load Zone CPS,52.38
7/16/2017,1600,1530,PEAKWE,Real Time,Load Zone CPS,99.17
7/16/2017,1600,1545,PEAKWE,Real Time,Load Zone CPS,432.67
7/16/2017,1600,1600,PEAKWE,Real Time,Load Zone CPS,259.84
7/16/2017,1700,1615,PEAKWE,Real Time,Load Zone CPS,107.14
7/16/2017,1700,1630,PEAKWE,Real Time,Load Zone CPS,72.3
7/16/2017,1700,1645,PEAKWE,Real Time,Load Zone CPS,46.96
7/16/2017,1700,1700,PEAKWE,Real Time,Load Zone CPS,34.52
7/16/2017,1800,1715,PEAKWE,Real Time,Load Zone CPS,34.11
7/16/2017,1800,1730,PEAKWE,Real Time,Load Zone CPS,35.31
7/16/2017,1800,1745,PEAKWE,Real Time,Load Zone CPS,39.93
7/16/2017,1800,1800,PEAKWE,Real Time,Load Zone CPS,41.87
7/16/2017,1900,1815,PEAKWE,Real Time,Load Zone CPS,64.47
7/16/2017,1900,1830,PEAKWE,Real Time,Load Zone CPS,57.82
7/16/2017,1900,1845,PEAKWE,Real Time,Load Zone CPS,38.17
7/16/2017,1900,1900,PEAKWE,Real Time,Load Zone CPS,42.28
7/16/2017,2000,1915,PEAKWE,Real Time,Load Zone CPS,37.17
7/16/2017,2000,1930,PEAKWE,Real Time,Load Zone CPS,33.27
7/16/2017,2000,1945,PEAKWE,Real Time,Load Zone CPS,31.13
7/16/2017,2000,2000,PEAKWE,Real Time,Load Zone CPS,31.89
7/16/2017,2100,2015,PEAKWE,Real Time,Load Zone CPS,32.27
7/16/2017,2100,2030,PEAKWE,Real Time,Load Zone CPS,30.94
7/16/2017,2100,2045,PEAKWE,Real Time,Load Zone CPS,31.21
7/16/2017,2100,2100,PEAKWE,Real Time,Load Zone CPS,31.34
7/16/2017,2200,2115,PEAKWE,Real Time,Load Zone CPS,31.32
7/16/2017,2200,2130,PEAKWE,Real Time,Load Zone CPS,30.88
7/16/2017,2200,2145,PEAKWE,Real Time,Load Zone CPS,29.32
7/16/2017,2200,2200,PEAKWE,Real Time,Load Zone CPS,28.01
7/16/2017,2300,2215,OFF-PEAK,Real Time,Load Zone CPS,32.04
7/16/2017,2300,2230,OFF-PEAK,Real Time,Load Zone CPS,29.49
7/16/2017,2300,2245,OFF-PEAK,Real Time,Load Zone CPS,27.1
7/16/2017,2300,2300,OFF-PEAK,Real Time,Load Zone CPS,27.25
7/16/2017,2400,2315,OFF-PEAK,Real Time,Load Zone CPS,26.4
7/16/2017,2400,2330,OFF-PEAK,Real Time,Load Zone CPS,23.84
7/16/2017,2400,2345,OFF-PEAK,Real Time,Load Zone CPS,23.43
7/16/2017,2400,2400,OFF-PEAK,Real Time,Load Zone CPS,22.02
7/17/2017,100,15,OFF-PEAK,Real Time,Load Zone CPS,21.87
7/17/2017,100,30,OFF-PEAK,Real Time,Load Zone CPS,21.5
7/17/2017,100,45,OFF-PEAK,Real Time,Load Zone CPS,21.21
7/17/2017,100,100,OFF-PEAK,Real Time,Load Zone CPS,21.11
7/17/2017,200,115,OFF-PEAK,Real Time,Load Zone CPS,21.1
7/17/2017,200,130,OFF-PEAK,Real Time,Load Zone CPS,21.04
7/17/2017,200,145,OFF-PEAK,Real Time,Load Zone CPS,21
7/17/2017,200,200,OFF-PEAK,Real Time,Load Zone CPS,20.93
7/17/2017,300,215,OFF-PEAK,Real Time,Load Zone CPS,20.82
7/17/2017,300,230,OFF-PEAK,Real Time,Load Zone CPS,20.75
7/17/2017,300,245,OFF-PEAK,Real Time,Load Zone CPS,20.72
7/17/2017,300,300,OFF-PEAK,Real Time,Load Zone CPS,20.76
7/17/2017,400,315,OFF-PEAK,Real Time,Load Zone CPS,20.75
7/17/2017,400,330,OFF-PEAK,Real Time,Load Zone CPS,20.85
7/17/2017,400,345,OFF-PEAK,Real Time,Load Zone CPS,20.91
7/17/2017,400,400,OFF-PEAK,Real Time,Load Zone CPS,20.89
7/17/2017,500,415,OFF-PEAK,Real Time,Load Zone CPS,20.91
7/17/2017,500,430,OFF-PEAK,Real Time,Load Zone CPS,20.95
7/17/2017,500,445,OFF-PEAK,Real Time,Load Zone CPS,20.98
7/17/2017,500,500,OFF-PEAK,Real Time,Load Zone CPS,20.99
7/17/2017,600,515,OFF-PEAK,Real Time,Load Zone CPS,21.04
7/17/2017,600,530,OFF-PEAK,Real Time,Load Zone CPS,21.07
7/17/2017,600,545,OFF-PEAK,Real Time,Load Zone CPS,21.11
7/17/2017,600,600,OFF-PEAK,Real Time,Load Zone CPS,21.11
7/17/2017,700,615,PEAKWD,Real Time,Load Zone CPS,21.19
7/17/2017,700,630,PEAKWD,Real Time,Load Zone CPS,21.24
7/17/2017,700,645,PEAKWD,Real Time,Load Zone CPS,21.21
7/17/2017,700,700,PEAKWD,Real Time,Load Zone CPS,21.18
7/17/2017,800,715,PEAKWD,Real Time,Load Zone CPS,21.25
7/17/2017,800,730,PEAKWD,Real Time,Load Zone CPS,21.43
7/17/2017,800,745,PEAKWD,Real Time,Load Zone CPS,22.05
7/17/2017,800,800,PEAKWD,Real Time,Load Zone CPS,22.7
7/17/2017,900,815,PEAKWD,Real Time,Load Zone CPS,26.37
7/17/2017,900,830,PEAKWD,Real Time,Load Zone CPS,28.02
7/17/2017,900,845,PEAKWD,Real Time,Load Zone CPS,28.3
7/17/2017,900,900,PEAKWD,Real Time,Load Zone CPS,28.6
7/17/2017,1000,915,PEAKWD,Real Time,Load Zone CPS,27.73
7/17/2017,1000,930,PEAKWD,Real Time,Load Zone CPS,27.94
7/17/2017,1000,945,PEAKWD,Real Time,Load Zone CPS,30.3
7/17/2017,1000,1000,PEAKWD,Real Time,Load Zone CPS,30.14
7/17/2017,1100,1015,PEAKWD,Real Time,Load Zone CPS,30.07
7/17/2017,1100,1030,PEAKWD,Real Time,Load Zone CPS,31.02
7/17/2017,1100,1045,PEAKWD,Real Time,Load Zone CPS,43.87
7/17/2017,1100,1100,PEAKWD,Real Time,Load Zone CPS,31.96
7/17/2017,1200,1115,PEAKWD,Real Time,Load Zone CPS,30.81
7/17/2017,1200,1130,PEAKWD,Real Time,Load Zone CPS,31.67
7/17/2017,1200,1145,PEAKWD,Real Time,Load Zone CPS,33.21
7/17/2017,1200,1200,PEAKWD,Real Time,Load Zone CPS,44.53
7/17/2017,1300,1215,PEAKWD,Real Time,Load Zone CPS,36.74
7/17/2017,1300,1230,PEAKWD,Real Time,Load Zone CPS,44.62
7/17/2017,1300,1245,PEAKWD,Real Time,Load Zone CPS,48.81
7/17/2017,1300,1300,PEAKWD,Real Time,Load Zone CPS,50
7/17/2017,1400,1315,PEAKWD,Real Time,Load Zone CPS,53.57
7/17/2017,1400,1330,PEAKWD,Real Time,Load Zone CPS,326.84
7/17/2017,1400,1345,PEAKWD,Real Time,Load Zone CPS,64.65
7/17/2017,1400,1400,PEAKWD,Real Time,Load Zone CPS,322.14
7/17/2017,1500,1415,PEAKWD,Real Time,Load Zone CPS,57.44
7/17/2017,1500,1430,PEAKWD,Real Time,Load Zone CPS,86.64
7/17/2017,1500,1445,PEAKWD,Real Time,Load Zone CPS,98.66
7/17/2017,1500,1500,PEAKWD,Real Time,Load Zone CPS,101.77
7/17/2017,1600,1515,PEAKWD,Real Time,Load Zone CPS,73.38
7/17/2017,1600,1530,PEAKWD,Real Time,Load Zone CPS,80.07
7/17/2017,1600,1545,PEAKWD,Real Time,Load Zone CPS,73.06
7/17/2017,1600,1600,PEAKWD,Real Time,Load Zone CPS,58.64
7/17/2017,1700,1615,PEAKWD,Real Time,Load Zone CPS,48.03
7/17/2017,1700,1630,PEAKWD,Real Time,Load Zone CPS,47.33
7/17/2017,1700,1645,PEAKWD,Real Time,Load Zone CPS,46.79
7/17/2017,1700,1700,PEAKWD,Real Time,Load Zone CPS,46.11
7/17/2017,1800,1715,PEAKWD,Real Time,Load Zone CPS,43.2
7/17/2017,1800,1730,PEAKWD,Real Time,Load Zone CPS,35.5
7/17/2017,1800,1745,PEAKWD,Real Time,Load Zone CPS,34.79
7/17/2017,1800,1800,PEAKWD,Real Time,Load Zone CPS,34.12
7/17/2017,1900,1815,PEAKWD,Real Time,Load Zone CPS,38.83
7/17/2017,1900,1830,PEAKWD,Real Time,Load Zone CPS,33.93
7/17/2017,1900,1845,PEAKWD,Real Time,Load Zone CPS,33.52
7/17/2017,1900,1900,PEAKWD,Real Time,Load Zone CPS,32.31
7/17/2017,2000,1915,PEAKWD,Real Time,Load Zone CPS,31.55
7/17/2017,2000,1930,PEAKWD,Real Time,Load Zone CPS,30.83
7/17/2017,2000,1945,PEAKWD,Real Time,Load Zone CPS,30.15
7/17/2017,2000,2000,PEAKWD,Real Time,Load Zone CPS,28.28
7/17/2017,2100,2015,PEAKWD,Real Time,Load Zone CPS,28.96
7/17/2017,2100,2030,PEAKWD,Real Time,Load Zone CPS,30.65
7/17/2017,2100,2045,PEAKWD,Real Time,Load Zone CPS,31.02
7/17/2017,2100,2100,PEAKWD,Real Time,Load Zone CPS,30.48
7/17/2017,2200,2115,PEAKWD,Real Time,Load Zone CPS,30.52
7/17/2017,2200,2130,PEAKWD,Real Time,Load Zone CPS,30.29
7/17/2017,2200,2145,PEAKWD,Real Time,Load Zone CPS,28.16
7/17/2017,2200,2200,PEAKWD,Real Time,Load Zone CPS,27.08
7/17/2017,2300,2215,OFF-PEAK,Real Time,Load Zone CPS,33.33
7/17/2017,2300,2230,OFF-PEAK,Real Time,Load Zone CPS,28.55
7/17/2017,2300,2245,OFF-PEAK,Real Time,Load Zone CPS,25.47
7/17/2017,2300,2300,OFF-PEAK,Real Time,Load Zone CPS,23.28
7/17/2017,2400,2315,OFF-PEAK,Real Time,Load Zone CPS,22.92
7/17/2017,2400,2330,OFF-PEAK,Real Time,Load Zone CPS,22.47
7/17/2017,2400,2345,OFF-PEAK,Real Time,Load Zone CPS,21.74
7/17/2017,2400,2400,OFF-PEAK,Real Time,Load Zone CPS,21.55
7/18/2017,100,15,OFF-PEAK,Real Time,Load Zone CPS,21.32
7/18/2017,100,30,OFF-PEAK,Real Time,Load Zone CPS,21.21
7/18/2017,100,45,OFF-PEAK,Real Time,Load Zone CPS,21.08
7/18/2017,100,100,OFF-PEAK,Real Time,Load Zone CPS,21.03
7/18/2017,200,115,OFF-PEAK,Real Time,Load Zone CPS,20.99
7/18/2017,200,130,OFF-PEAK,Real Time,Load Zone CPS,20.92
7/18/2017,200,145,OFF-PEAK,Real Time,Load Zone CPS,20.74
7/18/2017,200,200,OFF-PEAK,Real Time,Load Zone CPS,20.63
7/18/2017,300,215,OFF-PEAK,Real Time,Load Zone CPS,20.29
7/18/2017,300,230,OFF-PEAK,Real Time,Load Zone CPS,20.06
7/18/2017,300,245,OFF-PEAK,Real Time,Load Zone CPS,19.76
7/18/2017,300,300,OFF-PEAK,Real Time,Load Zone CPS,19.68
7/18/2017,400,315,OFF-PEAK,Real Time,Load Zone CPS,19.69
7/18/2017,400,330,OFF-PEAK,Real Time,Load Zone CPS,19.45
7/18/2017,400,345,OFF-PEAK,Real Time,Load Zone CPS,19.41
7/18/2017,400,400,OFF-PEAK,Real Time,Load Zone CPS,19.43
7/18/2017,500,415,OFF-PEAK,Real Time,Load Zone CPS,19.71
7/18/2017,500,430,OFF-PEAK,Real Time,Load Zone CPS,20.11
7/18/2017,500,445,OFF-PEAK,Real Time,Load Zone CPS,20.04
7/18/2017,500,500,OFF-PEAK,Real Time,Load Zone CPS,20.08
7/18/2017,600,515,OFF-PEAK,Real Time,Load Zone CPS,20.41
7/18/2017,600,530,OFF-PEAK,Real Time,Load Zone CPS,20.78
7/18/2017,600,545,OFF-PEAK,Real Time,Load Zone CPS,20.88
7/18/2017,600,600,OFF-PEAK,Real Time,Load Zone CPS,20.9
7/18/2017,700,615,PEAKWD,Real Time,Load Zone CPS,20.96
7/18/2017,700,630,PEAKWD,Real Time,Load Zone CPS,21.05
7/18/2017,700,645,PEAKWD,Real Time,Load Zone CPS,21.02
7/18/2017,700,700,PEAKWD,Real Time,Load Zone CPS,21
7/18/2017,800,715,PEAKWD,Real Time,Load Zone CPS,21.06
7/18/2017,800,730,PEAKWD,Real Time,Load Zone CPS,21.14
7/18/2017,800,745,PEAKWD,Real Time,Load Zone CPS,21.19
7/18/2017,800,800,PEAKWD,Real Time,Load Zone CPS,21.34
7/18/2017,900,815,PEAKWD,Real Time,Load Zone CPS,21.86
7/18/2017,900,830,PEAKWD,Real Time,Load Zone CPS,22.3
7/18/2017,900,845,PEAKWD,Real Time,Load Zone CPS,23.14
7/18/2017,900,900,PEAKWD,Real Time,Load Zone CPS,24.57
7/18/2017,1000,915,PEAKWD,Real Time,Load Zone CPS,24.63
7/18/2017,1000,930,PEAKWD,Real Time,Load Zone CPS,25.16
7/18/2017,1000,945,PEAKWD,Real Time,Load Zone CPS,26.72
7/18/2017,1000,1000,PEAKWD,Real Time,Load Zone CPS,27.52
7/18/2017,1100,1015,PEAKWD,Real Time,Load Zone CPS,27.72
7/18/2017,1100,1030,PEAKWD,Real Time,Load Zone CPS,29.44
7/18/2017,1100,1045,PEAKWD,Real Time,Load Zone CPS,29.81
7/18/2017,1100,1100,PEAKWD,Real Time,Load Zone CPS,29.3
7/18/2017,1200,1115,PEAKWD,Real Time,Load Zone CPS,29.44
7/18/2017,1200,1130,PEAKWD,Real Time,Load Zone CPS,29.77
7/18/2017,1200,1145,PEAKWD,Real Time,Load Zone CPS,30.57
7/18/2017,1200,1200,PEAKWD,Real Time,Load Zone CPS,31.11
7/18/2017,1300,1215,PEAKWD,Real Time,Load Zone CPS,31.36
7/18/2017,1300,1230,PEAKWD,Real Time,Load Zone CPS,33.11
7/18/2017,1300,1245,PEAKWD,Real Time,Load Zone CPS,35.52
7/18/2017,1300,1300,PEAKWD,Real Time,Load Zone CPS,36.75
7/18/2017,1400,1315,PEAKWD,Real Time,Load Zone CPS,36.86
7/18/2017,1400,1330,PEAKWD,Real Time,Load Zone CPS,38.63
7/18/2017,1400,1345,PEAKWD,Real Time,Load Zone CPS,39.71
7/18/2017,1400,1400,PEAKWD,Real Time,Load Zone CPS,41.64
7/18/2017,1500,1415,PEAKWD,Real Time,Load Zone CPS,42.43
7/18/2017,1500,1430,PEAKWD,Real Time,Load Zone CPS,49.13
7/18/2017,1500,1445,PEAKWD,Real Time,Load Zone CPS,47.67
7/18/2017,1500,1500,PEAKWD,Real Time,Load Zone CPS,42.43
7/18/2017,1600,1515,PEAKWD,Real Time,Load Zone CPS,65.4
7/18/2017,1600,1530,PEAKWD,Real Time,Load Zone CPS,77.57
7/18/2017,1600,1545,PEAKWD,Real Time,Load Zone CPS,42.51
7/18/2017,1600,1600,PEAKWD,Real Time,Load Zone CPS,41.57
7/18/2017,1700,1615,PEAKWD,Real Time,Load Zone CPS,51.63
7/18/2017,1700,1630,PEAKWD,Real Time,Load Zone CPS,48.19
7/18/2017,1700,1645,PEAKWD,Real Time,Load Zone CPS,47.7
7/18/2017,1700,1700,PEAKWD,Real Time,Load Zone CPS,50.02
7/18/2017,1800,1715,PEAKWD,Real Time,Load Zone CPS,36.08
7/18/2017,1800,1730,PEAKWD,Real Time,Load Zone CPS,40.59
7/18/2017,1800,1745,PEAKWD,Real Time,Load Zone CPS,38.27
7/18/2017,1800,1800,PEAKWD,Real Time,Load Zone CPS,35.19
7/18/2017,1900,1815,PEAKWD,Real Time,Load Zone CPS,55.93
7/18/2017,1900,1830,PEAKWD,Real Time,Load Zone CPS,79.99
7/18/2017,1900,1845,PEAKWD,Real Time,Load Zone CPS,54.96
7/18/2017,1900,1900,PEAKWD,Real Time,Load Zone CPS,40.45
7/18/2017,2000,1915,PEAKWD,Real Time,Load Zone CPS,44.34
7/18/2017,2000,1930,PEAKWD,Real Time,Load Zone CPS,33.54
7/18/2017,2000,1945,PEAKWD,Real Time,Load Zone CPS,32.26
7/18/2017,2000,2000,PEAKWD,Real Time,Load Zone CPS,32.93
7/18/2017,2100,2015,PEAKWD,Real Time,Load Zone CPS,33.98
7/18/2017,2100,2030,PEAKWD,Real Time,Load Zone CPS,32.25
7/18/2017,2100,2045,PEAKWD,Real Time,Load Zone CPS,32.15
7/18/2017,2100,2100,PEAKWD,Real Time,Load Zone CPS,32.43
7/18/2017,2200,2115,PEAKWD,Real Time,Load Zone CPS,31.91
7/18/2017,2200,2130,PEAKWD,Real Time,Load Zone CPS,30.57
7/18/2017,2200,2145,PEAKWD,Real Time,Load Zone CPS,28.92
7/18/2017,2200,2200,PEAKWD,Real Time,Load Zone CPS,27.08
7/18/2017,2300,2215,OFF-PEAK,Real Time,Load Zone CPS,26.26
7/18/2017,2300,2230,OFF-PEAK,Real Time,Load Zone CPS,26.23
7/18/2017,2300,2245,OFF-PEAK,Real Time,Load Zone CPS,23.66
7/18/2017,2300,2300,OFF-PEAK,Real Time,Load Zone CPS,22.86
7/18/2017,2400,2315,OFF-PEAK,Real Time,Load Zone CPS,22.92
7/18/2017,2400,2330,OFF-PEAK,Real Time,Load Zone CPS,22
7/18/2017,2400,2345,OFF-PEAK,Real Time,Load Zone CPS,21.67
7/18/2017,2400,2400,OFF-PEAK,Real Time,Load Zone CPS,21.35
7/19/2017,100,15,OFF-PEAK,Real Time,Load Zone CPS,21.79
7/19/2017,100,30,OFF-PEAK,Real Time,Load Zone CPS,21.44
7/19/2017,100,45,OFF-PEAK,Real Time,Load Zone CPS,21.16
7/19/2017,100,100,OFF-PEAK,Real Time,Load Zone CPS,21.03
7/19/2017,200,115,OFF-PEAK,Real Time,Load Zone CPS,20.98
7/19/2017,200,130,OFF-PEAK,Real Time,Load Zone CPS,20.87
7/19/2017,200,145,OFF-PEAK,Real Time,Load Zone CPS,20.58
7/19/2017,200,200,OFF-PEAK,Real Time,Load Zone CPS,20.35
7/19/2017,300,215,OFF-PEAK,Real Time,Load Zone CPS,20.13
7/19/2017,300,230,OFF-PEAK,Real Time,Load Zone CPS,20.01
7/19/2017,300,245,OFF-PEAK,Real Time,Load Zone CPS,19.87
7/19/2017,300,300,OFF-PEAK,Real Time,Load Zone CPS,19.74
7/19/2017,400,315,OFF-PEAK,Real Time,Load Zone CPS,19.36
7/19/2017,400,330,OFF-PEAK,Real Time,Load Zone CPS,19.12
7/19/2017,400,345,OFF-PEAK,Real Time,Load Zone CPS,19.15
7/19/2017,400,400,OFF-PEAK,Real Time,Load Zone CPS,19.29
7/19/2017,500,415,OFF-PEAK,Real Time,Load Zone CPS,19.2
7/19/2017,500,430,OFF-PEAK,Real Time,Load Zone CPS,19.17
7/19/2017,500,445,OFF-PEAK,Real Time,Load Zone CPS,19.16
7/19/2017,500,500,OFF-PEAK,Real Time,Load Zone CPS,19.34
7/19/2017,600,515,OFF-PEAK,Real Time,Load Zone CPS,19.75
7/19/2017,600,530,OFF-PEAK,Real Time,Load Zone CPS,20.21
7/19/2017,600,545,OFF-PEAK,Real Time,Load Zone CPS,20.41
7/19/2017,600,600,OFF-PEAK,Real Time,Load Zone CPS,20.69
7/19/2017,700,615,PEAKWD,Real Time,Load Zone CPS,21
7/19/2017,700,630,PEAKWD,Real Time,Load Zone CPS,21.13
7/19/2017,700,645,PEAKWD,Real Time,Load Zone CPS,20.83
7/19/2017,700,700,PEAKWD,Real Time,Load Zone CPS,20.77
7/19/2017,800,715,PEAKWD,Real Time,Load Zone CPS,20.78
7/19/2017,800,730,PEAKWD,Real Time,Load Zone CPS,21.01
7/19/2017,800,745,PEAKWD,Real Time,Load Zone CPS,21.3
7/19/2017,800,800,PEAKWD,Real Time,Load Zone CPS,21.79
7/19/2017,900,815,PEAKWD,Real Time,Load Zone CPS,22.26
7/19/2017,900,830,PEAKWD,Real Time,Load Zone CPS,22.65
7/19/2017,900,845,PEAKWD,Real Time,Load Zone CPS,23.19
7/19/2017,900,900,PEAKWD,Real Time,Load Zone CPS,22.9
7/19/2017,1000,915,PEAKWD,Real Time,Load Zone CPS,23.15
7/19/2017,1000,930,PEAKWD,Real Time,Load Zone CPS,24.63
7/19/2017,1000,945,PEAKWD,Real Time,Load Zone CPS,26.14
7/19/2017,1000,1000,PEAKWD,Real Time,Load Zone CPS,26.51
7/19/2017,1100,1015,PEAKWD,Real Time,Load Zone CPS,26.12
7/19/2017,1100,1030,PEAKWD,Real Time,Load Zone CPS,27.76
7/19/2017,1100,1045,PEAKWD,Real Time,Load Zone CPS,29.63
7/19/2017,1100,1100,PEAKWD,Real Time,Load Zone CPS,29.84
7/19/2017,1200,1115,PEAKWD,Real Time,Load Zone CPS,30.04
7/19/2017,1200,1130,PEAKWD,Real Time,Load Zone CPS,31.29
7/19/2017,1200,1145,PEAKWD,Real Time,Load Zone CPS,34.7
7/19/2017,1200,1200,PEAKWD,Real Time,Load Zone CPS,48.76
7/19/2017,1300,1215,PEAKWD,Real Time,Load Zone CPS,32.65
7/19/2017,1300,1230,PEAKWD,Real Time,Load Zone CPS,32.09
7/19/2017,1300,1245,PEAKWD,Real Time,Load Zone CPS,32.18
7/19/2017,1300,1300,PEAKWD,Real Time,Load Zone CPS,33.04
7/19/2017,1400,1315,PEAKWD,Real Time,Load Zone CPS,31.71
7/19/2017,1400,1330,PEAKWD,Real Time,Load Zone CPS,32.8
7/19/2017,1400,1345,PEAKWD,Real Time,Load Zone CPS,33.39
7/19/2017,1400,1400,PEAKWD,Real Time,Load Zone CPS,33.8
7/19/2017,1500,1415,PEAKWD,Real Time,Load Zone CPS,34.43
7/19/2017,1500,1430,PEAKWD,Real Time,Load Zone CPS,33.9
7/19/2017,1500,1445,PEAKWD,Real Time,Load Zone CPS,33.9
7/19/2017,1500,1500,PEAKWD,Real Time,Load Zone CPS,33.9
7/19/2017,1600,1515,PEAKWD,Real Time,Load Zone CPS,34.03
7/19/2017,1600,1530,PEAKWD,Real Time,Load Zone CPS,35.22
7/19/2017,1600,1545,PEAKWD,Real Time,Load Zone CPS,34.21
7/19/2017,1600,1600,PEAKWD,Real Time,Load Zone CPS,33.62
7/19/2017,1700,1615,PEAKWD,Real Time,Load Zone CPS,33.48
7/19/2017,1700,1630,PEAKWD,Real Time,Load Zone CPS,34.96
7/19/2017,1700,1645,PEAKWD,Real Time,Load Zone CPS,33.24
7/19/2017,1700,1700,PEAKWD,Real Time,Load Zone CPS,33.25
7/19/2017,1800,1715,PEAKWD,Real Time,Load Zone CPS,34.02
7/19/2017,1800,1730,PEAKWD,Real Time,Load Zone CPS,34.42
7/19/2017,1800,1745,PEAKWD,Real Time,Load Zone CPS,34.63
7/19/2017,1800,1800,PEAKWD,Real Time,Load Zone CPS,34.46
7/19/2017,1900,1815,PEAKWD,Real Time,Load Zone CPS,39.23
7/19/2017,1900,1830,PEAKWD,Real Time,Load Zone CPS,33
7/19/2017,1900,1845,PEAKWD,Real Time,Load Zone CPS,33.25
7/19/2017,1900,1900,PEAKWD,Real Time,Load Zone CPS,33.18
7/19/2017,2000,1915,PEAKWD,Real Time,Load Zone CPS,32.24
7/19/2017,2000,1930,PEAKWD,Real Time,Load Zone CPS,33.56
7/19/2017,2000,1945,PEAKWD,Real Time,Load Zone CPS,34.32
7/19/2017,2000,2000,PEAKWD,Real Time,Load Zone CPS,33.15
7/19/2017,2100,2015,PEAKWD,Real Time,Load Zone CPS,32.59
7/19/2017,2100,2030,PEAKWD,Real Time,Load Zone CPS,32.09
7/19/2017,2100,2045,PEAKWD,Real Time,Load Zone CPS,31.82
7/19/2017,2100,2100,PEAKWD,Real Time,Load Zone CPS,31.58
7/19/2017,2200,2115,PEAKWD,Real Time,Load Zone CPS,31.96
7/19/2017,2200,2130,PEAKWD,Real Time,Load Zone CPS,30.52
7/19/2017,2200,2145,PEAKWD,Real Time,Load Zone CPS,27.24
7/19/2017,2200,2200,PEAKWD,Real Time,Load Zone CPS,25.25
7/19/2017,2300,2215,OFF-PEAK,Real Time,Load Zone CPS,24.98
7/19/2017,2300,2230,OFF-PEAK,Real Time,Load Zone CPS,25.21
7/19/2017,2300,2245,OFF-PEAK,Real Time,Load Zone CPS,23.17
7/19/2017,2300,2300,OFF-PEAK,Real Time,Load Zone CPS,22.86
7/19/2017,2400,2315,OFF-PEAK,Real Time,Load Zone CPS,22.52
7/19/2017,2400,2330,OFF-PEAK,Real Time,Load Zone CPS,22.17
7/19/2017,2400,2345,OFF-PEAK,Real Time,Load Zone CPS,22.02
7/19/2017,2400,2400,OFF-PEAK,Real Time,Load Zone CPS,21.74
7/20/2017,100,15,OFF-PEAK,Real Time,Load Zone CPS,21.22
7/20/2017,100,30,OFF-PEAK,Real Time,Load Zone CPS,21.09
7/20/2017,100,45,OFF-PEAK,Real Time,Load Zone CPS,20.99
7/20/2017,100,100,OFF-PEAK,Real Time,Load Zone CPS,20.62
7/20/2017,200,115,OFF-PEAK,Real Time,Load Zone CPS,20.22
7/20/2017,200,130,OFF-PEAK,Real Time,Load Zone CPS,19.89
7/20/2017,200,145,OFF-PEAK,Real Time,Load Zone CPS,19.78
7/20/2017,200,200,OFF-PEAK,Real Time,Load Zone CPS,19.68
7/20/2017,300,215,OFF-PEAK,Real Time,Load Zone CPS,19.67
7/20/2017,300,230,OFF-PEAK,Real Time,Load Zone CPS,19.59
7/20/2017,300,245,OFF-PEAK,Real Time,Load Zone CPS,19.45
7/20/2017,300,300,OFF-PEAK,Real Time,Load Zone CPS,19.25
7/20/2017,400,315,OFF-PEAK,Real Time,Load Zone CPS,19.05
7/20/2017,400,330,OFF-PEAK,Real Time,Load Zone CPS,18.86
7/20/2017,400,345,OFF-PEAK,Real Time,Load Zone CPS,18.71
7/20/2017,400,400,OFF-PEAK,Real Time,Load Zone CPS,18.64
7/20/2017,500,415,OFF-PEAK,Real Time,Load Zone CPS,18.53
7/20/2017,500,430,OFF-PEAK,Real Time,Load Zone CPS,18.45
7/20/2017,500,445,OFF-PEAK,Real Time,Load Zone CPS,18.46
